"text","score"
"@puppymnkey @joanwalsh @realDonaldTrump <ed><U+00A0><U+00BD><ed><U+00B2><U+00AF>big FAT LIE!!!!... this guy is HORRIBLE FOR OUR COUNTRY!!!!!!!!<ed><U+00A0><U+00BD><ed><U+00B1><U+008E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>",-3
"RT @scottbuckmaster: @realDonaldTrump please pick Laura Ingraham as White House press secretary! She is perfect!",3
"RT @scottbuckmaster: @realDonaldTrump please pick Laura Ingraham as White House press secretary! She is perfect!",3
"RT @scottbuckmaster: @realDonaldTrump please pick Laura Ingraham as White House press secretary! She is perfect!",3
"RT @scottbuckmaster: @realDonaldTrump please pick Laura Ingraham as White House press secretary! She is perfect!",3
"RT @scottbuckmaster: @realDonaldTrump please pick Laura Ingraham as White House press secretary! She is perfect!",3
"RT @Rotten_Puddin: @tayIorhq @realDonaldTrump You First!",1
"@BornToBeGOP @realDonaldTrump Oh. And he's talking to world leaders on an UNSECURED device-his cell phone....doh!!!",0
"@LouDobbs @realDonaldTrump He has a position as a lobbyist for the government of Turkey. I think that makes it a no go.",0
"RT @scottbuckmaster: @realDonaldTrump please pick Laura Ingraham as White House press secretary! She is perfect!",3
"@realDonaldTrump Guess what, Donald, Ford NEVER had plans to move it to Mexico. No Lincoln work is going anywhere. Don't take credit.",1
"@realDonaldTrump @nytimes I hope you haven't.",1
"RT @scottbuckmaster: @realDonaldTrump please pick Laura Ingraham as White House press secretary! She is perfect!",3
"@realDonaldTrump @nytimes Donald, you look like a fool. Regardless of how the @nytimes portrays you. Give yourself credit.",0
"@realDonaldTrump I'm calling bullshit on this.",-1
"RT @scottbuckmaster: @realDonaldTrump please pick Laura Ingraham as White House press secretary! She is perfect!",3
"RT @MIGOP: There's no doubt that Michigan will cast 16 Electoral College votes for President-elect @realDonaldTrump &amp; Vice President-elect…",-2
"@realDonaldTrump you ""owed"" or you ""owe""?",0
"RT @Jrue616: @realDonaldTrump make American brown again",0
"@BornToBeGOP @realDonaldTrump Except, as usual, he's lying to you. He's a pathological liar &amp; your being led like a sheep. Better wake up.",3
"@realDonaldTrump Oh my God!  You did it!  You really did it!",0
"RT @michsoup: @RepDanKildee @RepCicilline @realDonaldTrump / u didn't worry about Iran deal,or illegals &amp; terrorists coming across border-b…",-1
"@chrisberg630POV @SenatorHeitkamp @realDonaldTrump This really surprises me! I'm speechless! I don't see eye-to-eye w/ Heitkamp on much!",0
"RT @gregmcneilly: Top Democrats:  Critics shut-up, @realDonaldTrump transition pace is just fine. https://t.co/3ZYSyMKGVa",2
"RT @scottbuckmaster: @realDonaldTrump please pick Laura Ingraham as White House press secretary! She is perfect!",3
"RT @scottbuckmaster: @realDonaldTrump please pick Laura Ingraham as White House press secretary! She is perfect!",3
"RT @scottbuckmaster: @realDonaldTrump please pick Laura Ingraham as White House press secretary! She is perfect!",3
"RT @scottbuckmaster: @realDonaldTrump please pick Laura Ingraham as White House press secretary! She is perfect!",3
"RT @scottbuckmaster: @realDonaldTrump please pick Laura Ingraham as White House press secretary! She is perfect!",3
"RT @scottbuckmaster: @realDonaldTrump please pick Laura Ingraham as White House press secretary! She is perfect!",3
"@realDonaldTrump Cool!  Bill Ford knows what is good for business and that means staying in the USA, yeah!",2
"@seanhannity if @realDonaldTrump chooses Romney he will put an end to honeymoon before it even started.",0
"RT @scottbuckmaster: @realDonaldTrump please pick Laura Ingraham as White House press secretary! She is perfect!",3
"RT @gregmcneilly: Top Democrats:  Critics shut-up, @realDonaldTrump transition pace is just fine. https://t.co/3ZYSyMKGVa",2
"@realDonaldTrump https://t.co/vw4tFpPYES",0
"@realDonaldTrump Wow...@Ford was never moving Lincoln plant to Mexico. #TrumpLies. @Reuters #TrumpIsAConArtist",0
"@realDonaldTrump u did nothing,  those jobs were never leaving.   Your sheep will of course cheer your lies.  Follow your herder sheep #bah",1
"@FoxNews Don't vote, but wants 2 participate in protests. I'd guess not even 1 bit knowledgeable about what @realDonaldTrump represents #SAD",-2
"@chrisgeidner @Fahrenthold @realDonaldTrump the tweet is gone, I missed it",-1
"@realDonaldTrump Thank you Mr. President 4 working so hard for ""We the People""!!  #MAGA",0
"@MalcolmNance @realDonaldTrump    
Read what the idiot is saying. https://t.co/ziMQP8CCgE",-3
"@realDonaldTrump I love Donald J Trump there's nothing wrong with what he is doing go cut down Obama in Germany",-1
"@realDonaldTrump what do you want paper or email about the same just Twitter gets it out faster real time",3
"@realDonaldTrump there's nothing wrong with flying with Twitter I think it's the best thing around",-1
"@realDonaldTrump there goes The media again. Once President Trump gets in office it won't be a lie anymore",0
"@gerfingerpoken 63 days, @realDonaldTrump will take the Oath of Office-Thank God! Now, USA will have Common-Sense Immigration! #BuildtheWall",1
"A major address by @realDonaldTrump on International Animal Protection @animal_defense would be #Yuuuge.",1
"Top Democrats:  Critics shut-up, @realDonaldTrump transition pace is just fine. https://t.co/3ZYSyMKGVa",2
"@realDonaldTrump we will have segregation again by term #2!! Whites Vs Liberals and every other race!! Almost there!! #MAWA!! <ed><U+00A0><U+00BD><ed><U+00B8><U+0091>",0
"@HeatherChilders @realDonaldTrump @FoxFriendsFirst @FoxNews as Fox News pushes propaganda for Trump.  He had zero influence on Ford",0
"@HeatherChilders @realDonaldTrump @FoxFriendsFirst @FoxNews might wanna do some Homework Heather this was never happen. Trump did nothing",0
".@realDonaldTrump @StephenBannon Meaning we actually have aprox. 12 months to take effective action to protect them. https://t.co/kggKIZjiQx",2
"@realDonaldTrump love you!!! You will do right because you love this country and the Americans too!",3
"@realDonaldTrump yey white people!! We did it!!! Get'em ALL!! #MAWA!! Take back our sense of entitlement!! What climate change!?? <ed><U+00A0><U+00BD><ed><U+00B8><U+0091>",0
"@ShaunKing @realDonaldTrump And this is Delaware. Just imagine open carry MS, OH, LA all empowered by the election of DJT and he don't care.",2
"@realDonaldTrump you ""owed it"".. something tells me this will be a reoccurring theme.",0
"@HobbsBen @realDonaldTrump - Wait. Lincoln still exists?",0
"People are saying he's not loyal. @realDonaldTrump https://t.co/Hw0aUJhYqo",0
".@realDonaldTrump Please designate someone very effective as #DirectorOfWildlifeProtection and fund him/her a good… https://t.co/04vCdq9KsN",1
"@realDonaldTrump  Another damn lie.",-2
"@realDonaldTrump Nice, I hope others call you",2
"@NYDailyNews @bannerite @realDonaldTrump Now just stop it..your elect said so..just stop it..yeah sure ...",1
"@devincomiskey @Lawrence @realDonaldTrump @TheLastWord No Problem, he's shooting it up on 5th Avenue.",-1
"@deplorablemax1 @FarhanKVirk @realDonaldTrump https://t.co/gk2nESKrVg",0
"@richg4900 @realDonaldTrump you're *.  So being a citizen will get me deported. Fucking idiot like the rest of all this mans supporters.",-3
"@richg4900 @realDonaldTrump this IS my country lol.",0
"@teacherjoe @megynkelly @CarlHigbie @realDonaldTrump 
I feel your pain :(",-1
"@Njoneslady04 @realDonaldTrump what the hell are you talking about lol",-1
"@richg4900 @realDonaldTrump I was born here u dumbass",-2
"@deLaMothe_53 @megynkelly @CarlHigbie @realDonaldTrump YEAH US!!!",0
"@teacherjoe @megynkelly @CarlHigbie @realDonaldTrump she just signed a 20 million dollar contract. We are stuck with her.",0
"@realDonaldTrump @lorimiddleton63 awesome start trump",2
"@danlor515 @megynkelly @CarlHigbie @realDonaldTrump of course she did. That's her way. She hardly covers her feelings.",0
".@realDonaldTrump has more than the electoral #Whirlwind he can cause in anyone's district.He can cause anything to happen in 3 phone calls.",0
"@Lawrence @realDonaldTrump @TheLastWord He'll blame his failures on anyone but himself, and his true believers will follow along.",-3
"@ddale8 @realDonaldTrump  I'm willing to give Trump a chance. He's human &amp; President. Let's just all get along~~ we are humans~",3
"@ddale8 @realDonaldTrump I can't find anything about a closing. Maybe it was, now it's not &amp; was again, lol",-1
"@realDonaldTrump you rock!",0
"@scotthaas27 @realDonaldTrump @theyucatantimes Well gosh my shipments are gonna be a mess, they told us Kentucky. Think I'll believe my boss",0
"@muzikgirl11 @FLGovScott @realDonaldTrump - Two great patriots!!!",1
"@realDonaldTrump stop all announcements get your picks in order and just do it. Ef all of their push back.… https://t.co/GK25nXiwow",1
"@scotthaas27 @realDonaldTrump @theyucatantimes Kentucky plant stays.",0
".@realDonaldTrump Rolling back taxes and regulations will make it possible for them to stay there.",1
"@realDonaldTrump Can we ban CAIR too, while we're at it? Unindicted co-conspirator in Holy Land trial for funding of terrorist group Hamas.",0
"@scotthaas27 @realDonaldTrump @theyucatantimes Wrong article. This is about the Michigan plant, not Kentucky.",-2
"@realDonaldTrump The 24-hour news cycle will twist and squeeze your tweets like a wet rag! Tread carefully, Donald. https://t.co/zFgMwI3TRu",0
"@realDonaldTrump Will you pls reinstate the 700 docs &amp; 300 presentations axed from @FBI counter terrorism training re; Islamic terrorism?",-2
"@realDonaldTrump Good stuff Mr Trump!",2
"Exactly. I thought we elected @realDonaldTrump  to DRAIN the swamp,  not fill it. https://t.co/Uec5QFl85K",-3
"@realDonaldTrump A true leader, taking credit for things you didny do. Sad, bigly.",-1
"@RebootLukeYT @realDonaldTrump Michigan loves him.",1
"@ddale8 Lincoln MKC I assume would have gone w/ rest of small car production to MX @realDonaldTrump https://t.co/XLC0F5pFux",0
"RT @Disciplelady333: @realDonaldTrump this guy is part of the bottom of the swamp we want you to drain. What's with this crap? https://t.co…",-3
"@realDonaldTrump https://t.co/rmR5DtV5BS",0
"@jim72182 @realDonaldTrump No. We need him.",0
"@FoxNews @MittRomney biggest mistake @RealDonaldTrump could possibly make. His following will be very upset.",-2
"@realDonaldTrump Wonderful news!!",3
"@realDonaldTrump #lovetrumpshat",0
"@realDonaldTrump ford had no Intention of leaving, you already conned America you can quit lying now.",-1
"@realDonaldTrump <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F>",0
"@realDonaldTrump #DontheCon",0
"@realDonaldTrump <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F>",0
"RT @Jrue616: @realDonaldTrump make American brown again",0
"@cuppajo7 @silence_above @realDonaldTrump people don't know how to take a damn joke lol",-2
"@realDonaldTrump YOUR DILLUSIONAL",0
"@ddale8 @realDonaldTrump he has no clue, truly",0
"@pink_lady56 @realDonaldTrump unbelievable",-1
"@tayIorhq @realDonaldTrump kindness Matters",1
"@realDonaldTrump you killory supporters still have your head up your asses JC",0
"@realDonaldTrump this guy is part of the bottom of the swamp we want you to drain. What's with this crap? https://t.co/R11cWWCfUg",-3
".@realDonaldTrump .My liberty is my pursuit of happiness. I like vaping.  I am not responsible for what other parent's kids do! #vape",2
"@footballshell @MittRomney @realDonaldTrump in the swamp",-1
"Say what you will about Justice Scalia, but man this is prophetic.From 2014 @realDonaldTrump @joerogan @DustinNosler https://t.co/aSRpaCeSeR",-1
"@realDonaldTrump How about your ties, big guy? And Ivanka's shoes...",0
"@DiamondandSilk @realDonaldTrump Amazing news ladies!",3
"@realDonaldTrump https://t.co/JqGYxCBCKe",0
"@pamylabean @MittRomney @realDonaldTrump he's a traitor",-1
"@tayIorhq @realDonaldTrump You First!",1
"@realDonaldTrump fly golden pheasant fly!!! https://t.co/aS6CNTf7w3",1
"RT @Jrue616: @realDonaldTrump make American brown again",0
"RT @BernadetteStoll: #Clinton pedo files, they are not good people. https://t.co/13NnfatTCT @realDonaldTrump #Trump",1
"@realDonaldTrump Romney is out!",0
"@realDonaldTrump and it begins...good job.",0
"@realDonaldTrump Don't make us listen to the ""talking heads"" to hear your announcement of your cabinet.  We're waiting anxiously to hear.",-1
"RT @DavesGrill: Thank you #DirtyHarry @EastwoodUSA #TrumpPresident @realDonaldTrump #MAGA https://t.co/9lqMCrkn4q",1
"@realDonaldTrump very nice with something up his sleeve. Don't let him fool you. He's not your friend. You have loyal people to use.",0
"@realDonaldTrump make American brown again",0
"@FoxNewsInsider @krauthammer  @realDonaldTrump @SpecialReport why would they trust him? He didn't give President Truman one good word.",2
"@MyWillAlone @MarthaVineyard4 @US_Army_Vet @tteegar @LeahR77 @JustKate038 @realDonaldTrump @LiberalsareIcky @rodeorosary  Now we're talking!",0
"@realDonaldTrump @POTUS she's the least qualified individual to ever be in public office! https://t.co/ohJNICG86S",1
"RT @meandmorningjoe: Dear @MarkHalperin and @jheil, With All Due Respect.....you're fired!

#wadr @bpolitics @realDonaldTrump  @TheFive @ru…",1
"@KarenConroy12 @stribs @realDonaldTrump Ab60 IDs are completely different than standard identification cards. https://t.co/GuzmQc28Me",0
"@realDonaldTrump want to make America safe.unsafe per racist crimes since https://t.co/X415THEC3A soon will u speak 2it?",-1
"#Clinton pedo files, they are not good people. https://t.co/13NnfatTCT @realDonaldTrump #Trump",1
"RT @gregmcneilly: The @realDonaldTrump impact on Apple?  Made in the USA!!! https://t.co/k54caaiJ4v",0
"@VanJones68 - @realDonaldTrump should nominate a strong, ethical person as #AttorneyGeneral. Someone who will root out the liberals in DOJ.",2
"RT @lovemytrout: #NOHALEY #NOROMNEY help me get this trending so @realDonaldTrump see it..",1
"RT @lovemytrout: #NOHALEY #NOROMNEY help me get this trending so @realDonaldTrump see it..",1
"@CNN @KellyannePolls @realDonaldTrump @MittRomney @CNNPolitics PLEASE LET ME  BITCH SLAP HER !!! PLEASE !!!",-4
"RT @debfinley46: @realDonaldTrump you need to lock this evil guy named #Soros up as soon as possible make #America great again get rid of h…",0
"RT @lovemytrout: #NOHALEY #NOROMNEY help me get this trending so @realDonaldTrump see it..",1
"@realDonaldTrump you need to lock this evil guy named #Soros up as soon as possible make #America great again get r… https://t.co/0f9QiyUwPU",0
"RT @gregmcneilly: The @realDonaldTrump impact on Apple?  Made in the USA!!! https://t.co/k54caaiJ4v",0
"RT @gregmcneilly: The @realDonaldTrump impact on Apple?  Made in the USA!!! https://t.co/k54caaiJ4v",0
"I'm proud to say @realDonaldTrump.... Trump is my president https://t.co/JOg1pUa8TQ",2
"RT @hergert_adam: @Jacksgirl5 he should just go on vacation till president @realDonaldTrump takes over!! That way he can't fuck anything up…",-3
"RT @gregmcneilly: The @realDonaldTrump impact on Apple?  Made in the USA!!! https://t.co/k54caaiJ4v",0
"@SteveDeaceShow @realDonaldTrump  I'm still skeptical about what the con man will do.  But early returns are promising. Time will tell.",-2
"@pjackson_nl @nytimes @MrsS0S @realDonaldTrump Since u r from NL Canada - That liberal bastian out there has destroyed that Province.",0
"@pjackson_nl @nytimes @MrsS0S @realDonaldTrump U want to believe the NYT go 4 It. I don't like being indoctrinated. Keep that brain mashed",0
"RT @all1Dfacts: ""@realDonaldTrump: TODAY WE MAKE AMERICA GREAT AGAIN!"" https://t.co/6uiC8Fbmub",1
"RT @dlb03_: #stopcommoncore NO Moskowitz or Rhee! #EversforEd! @BretBaier @Reince @realDonaldTrump https://t.co/1RUknn503A",0
"@davidaxelrod @lowkell @realDonaldTrump wahhhh",0
"RT @lovemytrout: #NOHALEY #NOROMNEY help me get this trending so @realDonaldTrump see it..",1
"@alexdostom @PatriotGeorgia @cvpayne @MittRomney @realDonaldTrump Romneys religious beliefs wasn't accepted by most people.",0
"The @realDonaldTrump impact on Apple?  Made in the USA!!! https://t.co/k54caaiJ4v",0
"@realDonaldTrump You passed the test!Mitt Romney?You have class!Perfect signal for the entire country!SMART MOVE! Romney- Secretary of State",0
"RT @lovemytrout: #NOHALEY #NOROMNEY help me get this trending so @realDonaldTrump see it..",1
"Today I spoke about @realDonaldTrump’s decision to hand over the government to the... https://t.co/yHt37NB6C0 by #SenWarren via @c0nvey",-1
"RT @RobStickney: @Nationalist1776 @realDonaldTrump @transition2017 @MittRomney @Cernovich @DanScavino keep your friends close but your enem…",-1
"@crimsonluhan WHEN DID YOU BECOME @realDonaldTrump",0
"@Nationalist1776 @realDonaldTrump @transition2017 @MittRomney @Cernovich @DanScavino keep your friends close but your enemies closer",-2
"@realDonaldTrump @KellyannePolls",0
"RT @K_Klochko: @realDonaldTrump I tell fellow Millennial Feminists why I voted for you at https://t.co/zNZ8nvkH98!! #maga",0
"@trumpaboard @obamathedumma @GovMikeHuckabee @realDonaldTrump #Huckabee4SOS",0
"#NOHALEY #NOROMNEY help me get this trending so @realDonaldTrump see it..",1
"@LouDobbs @realDonaldTrump <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D> on Flynn...but Noooooo on Romney!! He's the poster child for the ""establishment""",0
"@davidaxelrod @OFDHILLARY2016 @realDonaldTrump @D_G_Alexander Well David, how much did you do help Clinton win?",3
"@LouDobbs @realDonaldTrump Great choice for the country",1
"It's why he is getting a position that doesn't require senate approval. @RJSantarelli @AP @realDonaldTrump",1
"@realDonaldTrump No 2 romney Big Hell No 2 Nikki Haley she hates our history and wants to make it offensive so she can bann it..NO NO NO NO",-2
"@realDonaldTrump only one way to fix 'Merica now #militarydraft #defeatISIS #makeamericagreatagain https://t.co/ojY5RMd9hh",0
"RT @DeniceSDP: @transition2017 @realDonaldTrump Parents Urge Trump Appoint Anti-Common Core Education Secretary -https://t.co/0acsR4Q9gd vi…",2
"Tell @realDonaldTrump: condemn all acts of bigotry and intimidation against children. Visit https://t.co/phW7zudpkY #StandUpToIt",-3
"@thehill I hope @realDonaldTrump doesn't give him this job. @TGowdySC would be the greatest Pick for AG. if this is fact, it stinks",1
"@MastrJedi Huh??!!
@douglasblackmon @JoyAnnReid @realDonaldTrump @evanperez",0
"@sayanythingblog please can't @RepKevinCramer become @realDonaldTrump's energy czar and disappear? https://t.co/nyhaSMS3HT",0
"Showed my dogs picture of Soros and they started fighting. Showed them picture of Trump and they calmed right down! @realdonaldtrump",1
"@greentacos4me @tasteofaz @LouDobbs @realDonaldTrump @lh_carter @tony4ny or nikki haley",0
"@realDonaldTrump don't take any advice from #henreykissinger #draintheswamp",0
"@FoxNews  @POTUS tells @realDonaldTrump to not take the presidency too casually. ...from a president who played golf more than he worked.",0
"@realDonaldTrump remember it is the PEOPLE of #OHIO not the Governor who was incredible. Hopefully they get rid of @JohnKasich",0
"@realDonaldTrump  the Wall you're not going to build and the jobs you're not going to bring back and the lobbyists you lied about firing",-2
"@realDonaldTrump what's unfair you fucking faggot is how you treat other people please just kill yourself",-1
"@realDonaldTrump we the people elected U. @MittRomney is an establishment liberal RINO. NO to any cabinet position. NO to SEC OF STATE.",0
"@ameripundit @realDonaldTrump amen!!",0
"@trumpaboard @GovMikeHuckabee @realDonaldTrump now that I can agree with",0
"@LawlessPirate @realDonaldTrump me either...Mitt is an ass.",0
"@realDonaldTrump Words of Wisdom by Gandhi Still Ring True Today! https://t.co/qqHzqHAGjy",1
"RT @henery8th: WHILE UR HOLDING @realDonaldTrump ACCOUT. I SUGGEST U EXPLAIN 2 UR FANS HOW U BOUGHT THAT 600,K VACATION HM W/NICHOLS &amp; DIME…",1
"@SenWarren @iJesseWilliams @realDonaldTrump so you're saying that he's still being who we thought he was?",0
"@realDonaldTrump I tell fellow Millennial Feminists why I voted for you at https://t.co/zNZ8nvkH98!! #maga",0
"@BuzzFeed Great News!! see you in Michigan @realDonaldTrump .... Please make your stop in Detroit metro area...Macomb County",1
"@CyLyBu @realDonaldTrump No, but I believe Sen Jeff Sessions whom I watched say that Romney is meeting with Trump and being vetted ;-)",0
"@xPiya @realDonaldTrump  And if you don't like the laws that allowed him to claim his losses, then change it. Silly sheep ;-)",-1
"@xPiya @realDonaldTrump He did pay his taxes media sheep ;-) All business owners pay more than the average person.",1
"@almac8241951 @realDonaldTrump @CNBC confirm that Romney is being vetted like others :-(",1
"@almac8241951 @realDonaldTrump @CNBC No, BS. Watched Jeff Sessions confirm it on Fox Biz an hour ago.",-1
"This bird is world famous because people think he looks like @realDonaldTrump. READ: https://t.co/UTqhyNwxPh by #FoxNews via @c0nvey",2
"@realDonaldTrump  No Romney!",0
"@BarbaraBoxer @HillaryClinton how many illegals voted?? @realDonaldTrump won 30 out of 50 states just becuz you don't like Middle America <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>",3
"@TheAdvocateMag How many of them are going to fill cabinet positions under @realDonaldTrump ?  XD",0
"RT @lovemytrout: @realDonaldTrump we say NO to #NikkiHaley we remember what she did to our confederate flag &amp; started dismantling our histo…",0
"@SenWarren @SarahKSilverman @realDonaldTrump hahaha you suck",-1
"RT @Willabray5286: @Andromodid @LorenceHud @realDonaldTrump @corrigan_ryan @TOR_ONT_O  Sheila when is the election?",0
"RT @lovemytrout: @realDonaldTrump we say NO to #NikkiHaley we remember what she did to our confederate flag &amp; started dismantling our histo…",0
"@mcuban @AlBoeNEWS @cahulaan  @realDonaldTrump So many legitimatebrilliant minds in US 2 choose fromStop picking hacks #GlobalWarmingIsReal",-1
"@realDonaldTrump can I be in your cabinet?",0
"I can't imagine that @realDonaldTrump was doing anything but trolling Mitt Romney by inviting him over. Romney is dumb as dirt.",-4
"@blustarchild @realDonaldTrump https://t.co/G4gH9ohv6C",0
"RT @Travelmimi222: @kupajo322 @Alwaleed_Talal @jack @POTUS @georgesoros @CFR_org @realDonaldTrump We need #TrumpTV Stop the lies and expose…",-1
"RT @DrThomasFish: @Don_Vito_08 @Chrissy06699126 @realDonaldTrump  ""America, I'm putting my shoulder to the wheel.""  A little edited Ginsber…",-1
"@Don_Vito_08 @Chrissy06699126 @realDonaldTrump  ""America, I'm putting my shoulder to the wheel.""  A little edited Ginsberg.",-1
"@realDonaldTrump you don't seem to be doing much swamp draining.",-2
"@realDonaldTrump Do you have a food taster? You never know when one might save your life, eh?",1
"RT @lovemytrout: @realDonaldTrump we say NO to #NikkiHaley we remember what she did to our confederate flag &amp; started dismantling our histo…",0
"@SenSanders @realDonaldTrump Which scientists?  There are opinions on both sides of this issue.",-1
"RT @gregmcneilly: Watching the intolerant Left meltdown over the win by @realDonaldTrump https://t.co/wdb4TPBavV #tcot",-1
"@realDonaldTrump Prayers, Hopes, and All my best.",1
"@realDonaldTrump  J Clapper is out, time to get a Director of National Intelligence that will serve America not one man's ideology. #MAGA",0
"@s_queennie @realDonaldTrump Yep, I like that!

But had to be crazy to try and make sure. I was scared the #Establishment took control again",-1
"RT @gregmcneilly: Watching the intolerant Left meltdown over the win by @realDonaldTrump https://t.co/wdb4TPBavV #tcot",-1
"@noleyez @WhiteHouse @POTUS pssst same pollsters that told us hillary was going to beat @realDonaldTrump #fakenews",0
"@realDonaldTrump This is not the Apprentice ffs",-1
"@bowhunter_va @GaetaSusan @seanhannity @LindaSuhler @SandraTXAS @Miami4Trump @Babbsgirl2 @realDonaldTrump   My kinda Pres.",0
"Watching the intolerant Left meltdown over the win by @realDonaldTrump https://t.co/wdb4TPBavV #tcot",-1
"@detroitnews @realDonaldTrump and here I thought the self anointed gentler party was democratic.   Interesting.  Thugs more like it!",2
"@Andromodid @LorenceHud @realDonaldTrump @corrigan_ryan @TOR_ONT_O  Sheila when is the election?",0
"@realDonaldTrump Actor losers said they where moving to Canada on great TRUMP win, intead loser actors stop at ND pipeline causing problems!",0
"@SenSanders @realDonaldTrump another tweet from a staffer. Where is Bernie, he hasnt tweeted in weeks? No -B means staffer liberal kid tweet",0
"@brunelldonald @transition2017 @realDonaldTrump Pathetic! There are no black ppl on Trump's Transition team &amp; there won't be in his Admin",-1
"@seanhannity @pmbasse @realDonaldTrump @CNN @HillaryClinton @brianstelter i hope he boycotts CNN forever! I know I have!!!",1
"Anytime #MeganKelly is backing 100% an @realDonaldTrump decision, it's 100% a Bad Decision. 

No Way @realDonaldTrump will appoint Romney!",-1
"@SenSanders @realDonaldTrump
How do we get politics out of science?",0
"RT @lovemytrout: @realDonaldTrump we say NO to #NikkiHaley we remember what she did to our confederate flag &amp; started dismantling our histo…",0
"RT @Travelmimi222: @kupajo322 @Alwaleed_Talal @jack @POTUS @georgesoros @CFR_org @realDonaldTrump We need #TrumpTV Stop the lies and expose…",-1
"@pg_rant @realDonaldTrump I can here #mittromney now, ""I was the one talking to our allies and others, They Told me if it wasn't Trump...""",1
"@FoxNews  Romney would be a perfect choice for Sec. of State or Sec. of Treasury. It would be a great move by  @realDonaldTrump .",4
"@detroitnews @realDonaldTrump TRUMP!",1
"@pg_rant @realDonaldTrump It's ok then for Romney to run against Trump in 2020 or 2024 to you?

The #NWO lost control, Romney gets it back!",0
"RT @lovemytrout: @realDonaldTrump we say NO to #NikkiHaley we remember what she did to our confederate flag &amp; started dismantling our histo…",0
"@policrits @realDonaldTrump @AmbJohnBolton I would love to see Bolton @MittRomney is great bring party together! Romney loves our Republic!",3
"@pg_rant @realDonaldTrump Yes, I agree with you fully. Trump needs to make sure he doesn't appoint Romney. 

Currently, he hasn't and I'm ok",1
"@NPR don't worry Bernie. He won't stand 4 anything, but corporate welfare and cronyism. @realDonaldTrump not about to help workers.",-3
"@pg_rant @realDonaldTrump Trump will be challenged by Multiple #GopSnakes in 2020. 

When's the last time that happened to any President?",1
"@pg_rant @realDonaldTrump Seriously, think about it. 

If Romney were to get a #TopCabinetPost, do you think #mittromney will not run 2020?",-1
"@pg_rant @realDonaldTrump I'm hinking of how Trump #Legitimizes #MittensRomney and thus is backing the #SwampCreatures. 

NO #RomneyForPrez",1
"Great job, @RealDonaldTrump &amp; @TheDemocrats! You built this! 
<U+23F3><ed><U+00A0><U+00BD><ed><U+00B7><U+00A3><ed><U+00A0><U+00BD><ed><U+00B1><U+00A5><ed><U+00A0><U+00BD><ed><U+00B1><U+00B6><ed><U+00A0><U+00BD><ed><U+00B7><U+00B3><U+231B><U+FE0F>
#DNCReboot #progressives 

https://t.co/KV91TPH6aG",1
"@LilPicture @seanhannity @realDonaldTrump pay attention, the world is continuing as you keep this distraction going.",-1
"RT @foolish123: @KellyannePolls and @realDonaldTrump 

Get out in front of the #MittRomney thing. Tell #America you will not be supporting…",-2
"@pg_rant @realDonaldTrump No man. #Cruz campaigned for #Trump. 

Did you forget that?

He came around. Romney did NOT!

#draintheswamp",1
"https://t.co/JMXw0LJhVr

Maybe its just me but im sure he just preemptively blamed @realDonaldTrump for his own doing on the world stage",1
"@BreitbartNews Watch your back @realDonaldTrump !",0
"@BGEEZ @realDonaldTrump IF #Trump appoints #Romney to a Cabinet Post, Trump is Handing Romney the Presidency. 

What about #DrainTheSwamp?",2
"@BGEEZ @realDonaldTrump I give him a chance to get out in front of this and announce to all #Americans he isn't allowing him to #CabinetPost",0
"@KellyannePolls and @realDonaldTrump 

Get out in front of the #MittRomney thing. Tell #America you will not be supporting #Establishment!",0
"@realDonaldTrump I pray for wisdom for you sir and for those who hold your ear. You are a good man. I look forward to your presidency :)",2
"@realDonaldTrump don't appoint #mittromney to a top tier #CabinetPost 

IF you do you will have Already performed #BaitAndSwitch on #America",1
"someone on fox news said they don't know if @realDonaldTrump  will change DC. he might not but I guarantee they will know he was there",-1
"RT #TrumpNation IF

you will NOT Support @realDonaldTrump if he Allows #Romney a #Cabinet Post. 

#NoWay 

I am really scared!",-1
"@_RealValentina_ @realDonaldTrump Fuck @Rmoney AND @TedCruzTheZodiacKiller",-3
"RT @lovemytrout: @realDonaldTrump we say NO to #NikkiHaley we remember what she did to our confederate flag &amp; started dismantling our histo…",0
"@TheFive Will one of you let @megynkelly know it wasn't her question to @realDonaldTrump, it was the specific words used out of context. Tax",0
"I am coming OUT fully against #MittRomney being in @realDonaldTrump's #Cabinet. 

IF @realDonaldTrump allows Romney in, I'm #DONEwithTRUMP!",0
